# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z85.html
# 
# Astatine
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,5.868e+03,5.854e+03
1.021e-03,5.651e+03,5.637e+03
1.042e-03,5.435e+03,5.420e+03
1.042e-03,5.551e+03,5.537e+03
1.500e-03,2.731e+03,2.717e+03
2.000e-03,1.495e+03,1.482e+03
2.787e-03,7.225e+02,7.112e+02
2.787e-03,2.431e+03,2.355e+03
2.847e-03,1.928e+03,1.869e+03
2.909e-03,1.686e+03,1.638e+03
2.909e-03,2.763e+03,2.671e+03
3.000e-03,2.250e+03,2.178e+03
3.426e-03,1.614e+03,1.566e+03
3.426e-03,1.866e+03,1.811e+03
4.000e-03,1.275e+03,1.240e+03
4.008e-03,1.269e+03,1.233e+03
4.008e-03,1.345e+03,1.308e+03
4.160e-03,1.234e+03,1.196e+03
4.317e-03,1.126e+03,1.095e+03
4.317e-03,1.175e+03,1.142e+03
5.000e-03,8.251e+02,8.025e+02
6.000e-03,5.299e+02,5.146e+02
8.000e-03,2.601e+02,2.509e+02
1.000e-02,1.490e+02,1.423e+02
1.421e-02,6.162e+01,5.738e+01
1.421e-02,1.461e+02,1.140e+02
1.500e-02,1.279e+02,1.008e+02
1.678e-02,9.417e+01,7.576e+01
1.678e-02,1.302e+02,9.670e+01
1.714e-02,1.338e+02,9.264e+01
1.749e-02,1.181e+02,8.847e+01
1.749e-02,1.360e+02,1.010e+02
2.000e-02,9.704e+01,7.446e+01
3.000e-02,3.442e+01,2.812e+01
4.000e-02,1.638e+01,1.361e+01
5.000e-02,9.196e+00,7.637e+00
6.000e-02,5.748e+00,4.729e+00
8.000e-02,2.769e+00,2.200e+00
9.573e-02,1.777e+00,1.361e+00
9.573e-02,6.895e+00,1.935e+00
1.000e-01,6.174e+00,1.897e+00
1.500e-01,2.249e+00,1.112e+00
2.000e-01,1.118e+00,6.369e-01
3.000e-01,4.491e-01,2.718e-01
4.000e-01,2.565e-01,1.522e-01
5.000e-01,1.765e-01,1.012e-01
6.000e-01,1.354e-01,7.517e-02
8.000e-01,9.495e-02,5.055e-02
1.000e+00,7.538e-02,3.934e-02
1.250e+00,6.189e-02,3.181e-02
1.500e+00,5.479e-02,2.791e-02
2.000e+00,4.821e-02,2.478e-02
3.000e+00,4.424e-02,2.427e-02
4.000e+00,4.383e-02,2.556e-02
5.000e+00,4.461e-02,2.710e-02
6.000e+00,4.585e-02,2.859e-02
8.000e+00,4.883e-02,3.113e-02
1.000e+01,5.195e-02,3.311e-02
1.500e+01,5.918e-02,3.619e-02
2.000e+01,6.493e-02,3.739e-02
# end of file
