# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z87.html
# 
# Francium
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,6.238e+03,6.224e+03
1.074e-03,5.356e+03,5.342e+03
1.153e-03,4.673e+03,4.659e+03
1.153e-03,4.772e+03,4.758e+03
1.500e-03,2.846e+03,2.833e+03
2.000e-03,1.562e+03,1.549e+03
3.000e-03,6.414e+02,6.306e+02
3.000e-03,1.995e+03,1.929e+03
3.000e-03,1.994e+03,1.928e+03
3.136e-03,1.449e+03,1.405e+03
3.136e-03,2.255e+03,2.175e+03
3.389e-03,1.761e+03,1.700e+03
3.663e-03,1.415e+03,1.370e+03
3.663e-03,1.641e+03,1.588e+03
4.000e-03,1.322e+03,1.281e+03
4.327e-03,1.086e+03,1.053e+03
4.327e-03,1.153e+03,1.118e+03
4.487e-03,1.059e+03,1.023e+03
4.652e-03,9.666e+02,9.377e+02
4.652e-03,1.008e+03,9.780e+02
5.000e-03,8.489e+02,8.238e+02
6.000e-03,5.451e+02,5.285e+02
8.000e-03,2.684e+02,2.588e+02
1.000e-02,1.539e+02,1.471e+02
1.500e-02,5.573e+01,5.174e+01
1.503e-02,5.544e+01,5.146e+01
1.503e-02,1.304e+02,1.003e+02
1.641e-02,1.031e+02,8.086e+01
1.791e-02,8.184e+01,6.521e+01
1.791e-02,1.137e+02,8.299e+01
1.827e-02,1.179e+02,7.947e+01
1.864e-02,1.031e+02,7.602e+01
1.864e-02,1.187e+02,8.666e+01
2.000e-02,9.933e+01,7.395e+01
3.000e-02,3.550e+01,2.849e+01
4.000e-02,1.694e+01,1.391e+01
5.000e-02,9.525e+00,7.851e+00
6.000e-02,5.959e+00,4.881e+00
8.000e-02,2.871e+00,2.283e+00
1.000e-01,1.655e+00,1.261e+00
1.011e-01,1.610e+00,1.224e+00
1.011e-01,6.089e+00,1.710e+00
1.500e-01,2.295e+00,1.087e+00
2.000e-01,1.141e+00,6.351e-01
3.000e-01,4.577e-01,2.750e-01
4.000e-01,2.601e-01,1.542e-01
5.000e-01,1.780e-01,1.025e-01
6.000e-01,1.358e-01,7.597e-02
8.000e-01,9.444e-02,5.067e-02
1.000e+00,7.450e-02,3.920e-02
1.250e+00,6.087e-02,3.151e-02
1.500e+00,5.376e-02,2.752e-02
2.000e+00,4.721e-02,2.432e-02
3.000e+00,4.324e-02,2.372e-02
4.000e+00,4.283e-02,2.495e-02
5.000e+00,4.358e-02,2.644e-02
6.000e+00,4.479e-02,2.788e-02
8.000e+00,4.769e-02,3.033e-02
1.000e+01,5.077e-02,3.227e-02
1.500e+01,5.786e-02,3.525e-02
2.000e+01,6.350e-02,3.641e-02
# end of file
