# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z34.html
# 
# Selenium
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,2.317e+03,2.312e+03
1.198e-03,1.512e+03,1.506e+03
1.436e-03,9.814e+02,9.760e+02
1.436e-03,4.347e+03,4.287e+03
1.456e-03,4.057e+03,4.002e+03
1.476e-03,3.907e+03,3.855e+03
1.476e-03,5.186e+03,5.112e+03
1.500e-03,5.336e+03,5.260e+03
1.654e-03,4.342e+03,4.284e+03
1.654e-03,4.915e+03,4.849e+03
2.000e-03,3.098e+03,3.062e+03
3.000e-03,1.116e+03,1.104e+03
4.000e-03,5.252e+02,5.187e+02
5.000e-03,2.896e+02,2.851e+02
6.000e-03,1.773e+02,1.737e+02
8.000e-03,8.116e+01,7.865e+01
1.000e-02,4.414e+01,4.221e+01
1.266e-02,2.318e+01,2.173e+01
1.266e-02,1.589e+02,8.599e+01
1.500e-02,1.033e+02,6.270e+01
2.000e-02,4.818e+01,3.352e+01
3.000e-02,1.596e+01,1.240e+01
4.000e-02,7.184e+00,5.796e+00
5.000e-02,3.864e+00,3.143e+00
6.000e-02,2.341e+00,1.886e+00
8.000e-02,1.090e+00,8.332e-01
1.000e-01,6.278e-01,4.426e-01
1.500e-01,2.703e-01,1.483e-01
2.000e-01,1.742e-01,7.695e-02
3.000e-01,1.144e-01,4.113e-02
4.000e-01,9.299e-02,3.261e-02
5.000e-01,8.129e-02,2.941e-02
6.000e-01,7.350e-02,2.775e-02
8.000e-01,6.314e-02,2.581e-02
1.000e+00,5.619e-02,2.446e-02
1.250e+00,4.999e-02,2.306e-02
1.500e+00,4.564e-02,2.195e-02
2.000e+00,4.010e-02,2.052e-02
3.000e+00,3.476e-02,1.947e-02
4.000e+00,3.247e-02,1.944e-02
5.000e+00,3.145e-02,1.978e-02
6.000e+00,3.105e-02,2.025e-02
8.000e+00,3.119e-02,2.130e-02
1.000e+01,3.186e-02,2.226e-02
1.500e+01,3.395e-02,2.394e-02
2.000e+01,3.599e-02,2.487e-02
# end of file
