# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z61.html
# 
# Promethium
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,2.056e+03,2.046e+03
1.013e-03,2.007e+03,1.997e+03
1.027e-03,1.959e+03,1.949e+03
1.027e-03,2.729e+03,2.715e+03
1.039e-03,3.894e+03,3.874e+03
1.051e-03,5.830e+03,5.801e+03
1.051e-03,7.242e+03,7.205e+03
1.194e-03,7.232e+03,7.196e+03
1.357e-03,5.687e+03,5.660e+03
1.357e-03,6.555e+03,6.524e+03
1.413e-03,5.985e+03,5.956e+03
1.471e-03,5.466e+03,5.439e+03
1.471e-03,5.799e+03,5.770e+03
1.500e-03,5.553e+03,5.526e+03
1.653e-03,4.497e+03,4.474e+03
1.653e-03,4.699e+03,4.676e+03
2.000e-03,3.048e+03,3.031e+03
3.000e-03,1.162e+03,1.152e+03
4.000e-03,5.709e+02,5.633e+02
5.000e-03,3.260e+02,3.196e+02
6.000e-03,2.053e+02,1.998e+02
6.459e-03,1.702e+02,1.649e+02
6.459e-03,4.678e+02,4.267e+02
6.730e-03,4.226e+02,3.864e+02
7.013e-03,3.805e+02,3.487e+02
7.013e-03,5.174e+02,4.657e+02
7.217e-03,4.884e+02,4.359e+02
7.428e-03,4.494e+02,4.062e+02
7.428e-03,5.184e+02,4.669e+02
8.000e-03,4.314e+02,3.908e+02
1.000e-02,2.440e+02,2.240e+02
1.500e-02,8.411e+01,7.799e+01
2.000e-02,3.916e+01,3.614e+01
3.000e-02,1.327e+01,1.193e+01
4.000e-02,6.181e+00,5.366e+00
4.518e-02,4.491e+00,3.816e+00
4.518e-02,2.265e+01,6.930e+00
5.000e-02,1.735e+01,6.363e+00
6.000e-02,1.087e+01,4.989e+00
8.000e-02,5.107e+00,2.904e+00
1.000e-01,2.840e+00,1.776e+00
1.500e-01,1.005e+00,6.699e-01
2.000e-01,5.098e-01,3.302e-01
3.000e-01,2.273e-01,1.301e-01
4.000e-01,1.462e-01,7.517e-02
5.000e-01,1.115e-01,5.369e-02
6.000e-01,9.276e-02,4.323e-02
8.000e-01,7.280e-02,3.349e-02
1.000e+00,6.188e-02,2.889e-02
1.250e+00,5.350e-02,2.553e-02
1.500e+00,4.849e-02,2.360e-02
2.000e+00,4.308e-02,2.184e-02
3.000e+00,3.925e-02,2.166e-02
4.000e+00,3.849e-02,2.273e-02
5.000e+00,3.882e-02,2.405e-02
6.000e+00,3.959e-02,2.532e-02
8.000e+00,4.169e-02,2.754e-02
1.000e+01,4.401e-02,2.933e-02
1.500e+01,4.946e-02,3.222e-02
2.000e+01,5.380e-02,3.344e-02
# end of file
