# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z91.html
# 
# Protactinium
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,6.530e+03,6.515e+03
1.003e-03,6.490e+03,6.476e+03
1.007e-03,6.451e+03,6.437e+03
1.007e-03,6.868e+03,6.853e+03
1.110e-03,5.755e+03,5.740e+03
1.224e-03,4.794e+03,4.780e+03
1.224e-03,4.863e+03,4.848e+03
1.303e-03,4.311e+03,4.296e+03
1.387e-03,3.815e+03,3.801e+03
1.387e-03,3.891e+03,3.877e+03
1.500e-03,3.327e+03,3.313e+03
2.000e-03,1.834e+03,1.821e+03
3.000e-03,7.558e+02,7.444e+02
3.442e-03,5.548e+02,5.440e+02
3.442e-03,1.363e+03,1.314e+03
3.525e-03,1.266e+03,1.222e+03
3.611e-03,1.185e+03,1.144e+03
3.611e-03,1.695e+03,1.628e+03
4.000e-03,1.315e+03,1.265e+03
4.174e-03,1.182e+03,1.139e+03
4.174e-03,1.374e+03,1.324e+03
5.000e-03,8.759e+02,8.454e+02
5.001e-03,8.755e+02,8.450e+02
5.001e-03,9.288e+02,8.964e+02
5.181e-03,8.514e+02,8.219e+02
5.367e-03,7.810e+02,7.541e+02
5.367e-03,8.144e+02,7.864e+02
6.000e-03,6.217e+02,6.004e+02
8.000e-03,3.074e+02,2.958e+02
1.000e-02,1.769e+02,1.690e+02
1.500e-02,6.442e+01,6.000e+01
1.673e-02,4.903e+01,4.522e+01
1.673e-02,1.130e+02,8.483e+01
2.000e-02,7.025e+01,5.486e+01
2.031e-02,6.747e+01,5.284e+01
2.031e-02,9.452e+01,6.704e+01
2.071e-02,8.995e+01,6.418e+01
2.110e-02,8.576e+01,6.153e+01
2.110e-02,9.861e+01,6.990e+01
3.000e-02,4.077e+01,3.146e+01
4.000e-02,1.957e+01,1.567e+01
5.000e-02,1.105e+01,8.950e+00
6.000e-02,6.929e+00,5.612e+00
8.000e-02,3.342e+00,2.655e+00
1.000e-01,1.924e+00,1.477e+00
1.126e-01,1.445e+00,1.081e+00
1.126e-01,5.198e+00,1.466e+00
1.500e-01,2.575e+00,1.106e+00
2.000e-01,1.288e+00,6.792e-01
3.000e-01,5.152e-01,3.042e-01
4.000e-01,2.904e-01,1.723e-01
5.000e-01,1.969e-01,1.146e-01
6.000e-01,1.487e-01,8.453e-02
8.000e-01,1.018e-01,5.563e-02
1.000e+00,7.937e-02,4.247e-02
1.250e+00,6.420e-02,3.367e-02
1.500e+00,5.637e-02,2.911e-02
2.000e+00,4.927e-02,2.547e-02
3.000e+00,4.496e-02,2.463e-02
4.000e+00,4.445e-02,2.580e-02
5.000e+00,4.519e-02,2.727e-02
6.000e+00,4.641e-02,2.870e-02
8.000e+00,4.943e-02,3.117e-02
1.000e+01,5.261e-02,3.311e-02
1.500e+01,6.000e-02,3.609e-02
2.000e+01,6.592e-02,3.724e-02
# end of file
