# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z92.html
# 
# Uranium
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,6.626e+03,6.612e+03
1.022e-03,6.375e+03,6.360e+03
1.045e-03,6.127e+03,6.112e+03
1.045e-03,6.519e+03,6.504e+03
1.153e-03,5.446e+03,5.431e+03
1.273e-03,4.526e+03,4.511e+03
1.273e-03,4.589e+03,4.575e+03
1.354e-03,4.065e+03,4.051e+03
1.441e-03,3.598e+03,3.584e+03
1.441e-03,3.668e+03,3.654e+03
1.500e-03,3.382e+03,3.368e+03
2.000e-03,1.865e+03,1.852e+03
3.000e-03,7.692e+02,7.578e+02
3.552e-03,5.257e+02,5.151e+02
3.552e-03,1.266e+03,1.220e+03
3.639e-03,1.188e+03,1.142e+03
3.728e-03,1.112e+03,1.072e+03
3.728e-03,1.582e+03,1.517e+03
4.000e-03,1.329e+03,1.277e+03
4.303e-03,1.110e+03,1.068e+03
4.303e-03,1.292e+03,1.242e+03
5.000e-03,8.891e+02,8.569e+02
5.182e-03,8.118e+02,7.825e+02
5.182e-03,8.611e+02,8.301e+02
5.362e-03,7.915e+02,7.632e+02
5.548e-03,7.282e+02,7.022e+02
5.548e-03,7.592e+02,7.322e+02
6.000e-03,6.284e+02,6.062e+02
8.000e-03,3.108e+02,2.989e+02
1.000e-02,1.791e+02,1.711e+02
1.500e-02,6.528e+01,6.084e+01
1.717e-02,4.663e+01,4.293e+01
1.717e-02,1.070e+02,7.980e+01
2.000e-02,7.106e+01,5.496e+01
2.095e-02,6.300e+01,4.914e+01
2.095e-02,8.838e+01,6.222e+01
2.135e-02,9.515e+01,5.959e+01
2.176e-02,8.023e+01,5.715e+01
2.176e-02,9.222e+01,6.487e+01
3.000e-02,4.128e+01,3.149e+01
4.000e-02,1.983e+01,1.576e+01
5.000e-02,1.121e+01,9.034e+00
6.000e-02,7.035e+00,5.678e+00
8.000e-02,3.395e+00,2.695e+00
1.000e-01,1.954e+00,1.502e+00
1.156e-01,1.378e+00,1.027e+00
1.156e-01,4.893e+00,1.382e+00
1.500e-01,2.591e+00,1.083e+00
2.000e-01,1.298e+00,6.746e-01
3.000e-01,5.192e-01,3.050e-01
4.000e-01,2.922e-01,1.732e-01
5.000e-01,1.976e-01,1.152e-01
6.000e-01,1.490e-01,8.494e-02
8.000e-01,1.016e-01,5.574e-02
1.000e+00,7.896e-02,4.241e-02
1.250e+00,6.370e-02,3.351e-02
1.500e+00,5.587e-02,2.891e-02
2.000e+00,4.878e-02,2.523e-02
3.000e+00,4.447e-02,2.434e-02
4.000e+00,4.392e-02,2.546e-02
5.000e+00,4.463e-02,2.689e-02
6.000e+00,4.583e-02,2.829e-02
8.000e+00,4.879e-02,3.068e-02
1.000e+01,5.195e-02,3.259e-02
1.500e+01,5.927e-02,3.552e-02
2.000e+01,6.512e-02,3.662e-02
# end of file
