# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z78.html
# 
# Platinum
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,4.433e+03,4.421e+03
1.500e-03,1.986e+03,1.974e+03
2.000e-03,1.081e+03,1.069e+03
2.122e-03,9.506e+02,9.393e+02
2.122e-03,1.034e+03,1.021e+03
2.161e-03,1.431e+03,1.405e+03
2.202e-03,2.341e+03,2.292e+03
2.202e-03,2.487e+03,2.434e+03
2.413e-03,2.512e+03,2.457e+03
2.645e-03,2.307e+03,2.258e+03
2.645e-03,2.663e+03,2.606e+03
3.000e-03,1.965e+03,1.925e+03
3.027e-03,1.923e+03,1.884e+03
3.027e-03,2.041e+03,2.000e+03
3.158e-03,1.844e+03,1.806e+03
3.296e-03,1.671e+03,1.637e+03
3.296e-03,1.742e+03,1.707e+03
4.000e-03,1.100e+03,1.078e+03
5.000e-03,6.402e+02,6.262e+02
6.000e-03,4.083e+02,3.979e+02
8.000e-03,1.987e+02,1.917e+02
1.000e-02,1.132e+02,1.078e+02
1.156e-02,7.844e+01,7.388e+01
1.156e-02,1.946e+02,1.594e+02
1.239e-02,1.618e+02,1.339e+02
1.327e-02,1.349e+02,1.127e+02
1.327e-02,1.853e+02,1.463e+02
1.357e-02,1.848e+02,1.395e+02
1.388e-02,1.666e+02,1.325e+02
1.388e-02,1.921e+02,1.517e+02
1.500e-02,1.578e+02,1.265e+02
2.000e-02,7.574e+01,6.333e+01
3.000e-02,2.641e+01,2.268e+01
4.000e-02,1.245e+01,1.067e+01
5.000e-02,6.954e+00,5.879e+00
6.000e-02,4.339e+00,3.595e+00
7.839e-02,2.203e+00,1.738e+00
7.839e-02,9.301e+00,2.627e+00
8.000e-02,8.731e+00,2.592e+00
1.000e-01,4.993e+00,2.081e+00
1.500e-01,1.795e+00,1.006e+00
2.000e-01,8.896e-01,5.413e-01
3.000e-01,3.625e-01,2.216e-01
4.000e-01,2.118e-01,1.233e-01
5.000e-01,1.492e-01,8.265e-02
6.000e-01,1.168e-01,6.230e-02
8.000e-01,8.456e-02,4.325e-02
1.000e+00,6.857e-02,3.459e-02
1.250e+00,5.727e-02,2.871e-02
1.500e+00,5.112e-02,2.560e-02
2.000e+00,4.522e-02,2.307e-02
3.000e+00,4.160e-02,2.279e-02
4.000e+00,4.124e-02,2.408e-02
5.000e+00,4.196e-02,2.557e-02
6.000e+00,4.310e-02,2.699e-02
8.000e+00,4.584e-02,2.939e-02
1.000e+01,4.872e-02,3.127e-02
1.500e+01,5.537e-02,3.418e-02
2.000e+01,6.064e-02,3.529e-02
# end of file
