# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z32.html
# 
# Germanium
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,1.893e+03,1.887e+03
1.103e-03,1.502e+03,1.496e+03
1.217e-03,1.190e+03,1.185e+03
1.217e-03,4.389e+03,4.343e+03
1.232e-03,4.734e+03,4.684e+03
1.248e-03,4.974e+03,4.922e+03
1.248e-03,6.698e+03,6.622e+03
1.328e-03,6.348e+03,6.279e+03
1.414e-03,5.554e+03,5.495e+03
1.414e-03,6.287e+03,6.221e+03
1.500e-03,5.475e+03,5.420e+03
2.000e-03,2.711e+03,2.688e+03
3.000e-03,9.613e+02,9.527e+02
4.000e-03,4.497e+02,4.445e+02
5.000e-03,2.472e+02,2.433e+02
6.000e-03,1.509e+02,1.477e+02
8.000e-03,6.890e+01,6.660e+01
1.000e-02,3.742e+01,3.564e+01
1.110e-02,2.811e+01,2.653e+01
1.110e-02,1.981e+02,1.157e+02
1.500e-02,9.152e+01,6.256e+01
2.000e-02,4.222e+01,3.178e+01
3.000e-02,1.385e+01,1.126e+01
4.000e-02,6.207e+00,5.152e+00
5.000e-02,3.335e+00,2.759e+00
6.000e-02,2.023e+00,1.642e+00
8.000e-02,9.501e-01,7.184e-01
1.000e-01,5.550e-01,3.803e-01
1.500e-01,2.491e-01,1.288e-01
2.000e-01,1.661e-01,6.865e-02
3.000e-01,1.131e-01,3.891e-02
4.000e-01,9.327e-02,3.193e-02
5.000e-01,8.212e-02,2.930e-02
6.000e-01,7.452e-02,2.790e-02
8.000e-01,6.426e-02,2.618e-02
1.000e+00,5.727e-02,2.489e-02
1.250e+00,5.101e-02,2.353e-02
1.500e+00,4.657e-02,2.242e-02
2.000e+00,4.086e-02,2.094e-02
3.000e+00,3.524e-02,1.977e-02
4.000e+00,3.275e-02,1.962e-02
5.000e+00,3.158e-02,1.987e-02
6.000e+00,3.107e-02,2.027e-02
8.000e+00,3.103e-02,2.120e-02
1.000e+01,3.156e-02,2.208e-02
1.500e+01,3.340e-02,2.364e-02
2.000e+01,3.528e-02,2.452e-02
# end of file
