# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ComTab/brain.html
# 
# Brain, Grey/White Matter
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,3.697e+03,3.686e+03
1.035e-03,3.373e+03,3.363e+03
1.072e-03,3.075e+03,3.067e+03
1.072e-03,3.087e+03,3.078e+03
1.500e-03,1.246e+03,1.243e+03
2.000e-03,5.576e+02,5.557e+02
2.145e-03,4.567e+02,4.550e+02
2.145e-03,4.656e+02,4.634e+02
2.303e-03,3.806e+02,3.787e+02
2.472e-03,3.108e+02,3.091e+02
2.472e-03,3.145e+02,3.125e+02
2.641e-03,2.601e+02,2.584e+02
2.822e-03,2.149e+02,2.134e+02
2.822e-03,2.193e+02,2.174e+02
3.000e-03,1.842e+02,1.824e+02
3.607e-03,1.077e+02,1.064e+02
3.607e-03,1.109e+02,1.092e+02
4.000e-03,8.191e+01,8.058e+01
5.000e-03,4.242e+01,4.152e+01
6.000e-03,2.468e+01,2.400e+01
8.000e-03,1.047e+01,9.988e+00
1.000e-02,5.410e+00,5.017e+00
1.500e-02,1.710e+00,1.412e+00
2.000e-02,8.281e-01,5.706e-01
3.000e-02,3.811e-01,1.629e-01
4.000e-02,2.702e-01,7.275e-02
5.000e-02,2.275e-01,4.394e-02
6.000e-02,2.058e-01,3.287e-02
8.000e-02,1.831e-01,2.632e-02
1.000e-01,1.701e-01,2.558e-02
1.500e-01,1.498e-01,2.757e-02
2.000e-01,1.364e-01,2.955e-02
3.000e-01,1.181e-01,3.178e-02
4.000e-01,1.056e-01,3.263e-02
5.000e-01,9.640e-02,3.283e-02
6.000e-01,8.913e-02,3.268e-02
8.000e-01,7.827e-02,3.191e-02
1.000e+00,7.037e-02,3.088e-02
1.250e+00,6.293e-02,2.951e-02
1.500e+00,5.726e-02,2.820e-02
2.000e+00,4.917e-02,2.595e-02
3.000e+00,3.947e-02,2.269e-02
4.000e+00,3.383e-02,2.053e-02
5.000e+00,3.012e-02,1.903e-02
6.000e+00,2.751e-02,1.793e-02
8.000e+00,2.409e-02,1.645e-02
1.000e+01,2.199e-02,1.552e-02
1.500e+01,1.920e-02,1.425e-02
2.000e+01,1.790e-02,1.364e-02
# end of file
