# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ComTab/pyrex.html
# 
# Glass, Borosilicate "Pyrex"
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,3.164e+03,3.155e+03
1.035e-03,2.887e+03,2.879e+03
1.072e-03,2.634e+03,2.627e+03
1.072e-03,2.800e+03,2.790e+03
1.500e-03,1.152e+03,1.148e+03
1.560e-03,1.037e+03,1.033e+03
1.560e-03,1.079e+03,1.073e+03
1.693e-03,8.629e+02,8.583e+02
1.839e-03,6.883e+02,6.845e+02
1.839e-03,1.776e+03,1.723e+03
2.000e-03,1.500e+03,1.457e+03
3.000e-03,5.123e+02,5.011e+02
3.607e-03,3.098e+02,3.036e+02
3.607e-03,3.133e+02,3.067e+02
4.000e-03,2.355e+02,2.307e+02
5.000e-03,1.260e+02,1.235e+02
6.000e-03,7.500e+01,7.337e+01
8.000e-03,3.269e+01,3.178e+01
1.000e-02,1.705e+01,1.642e+01
1.500e-02,5.217e+00,4.828e+00
2.000e-02,2.297e+00,1.995e+00
3.000e-02,7.987e-01,5.684e-01
4.000e-02,4.341e-01,2.361e-01
5.000e-02,3.022e-01,1.235e-01
6.000e-02,2.417e-01,7.648e-02
8.000e-02,1.890e-01,4.230e-02
1.000e-01,1.657e-01,3.209e-02
1.500e-01,1.389e-01,2.727e-02
2.000e-01,1.246e-01,2.757e-02
3.000e-01,1.069e-01,2.885e-02
4.000e-01,9.540e-02,2.946e-02
5.000e-01,8.696e-02,2.957e-02
6.000e-01,8.035e-02,2.941e-02
8.000e-01,7.052e-02,2.868e-02
1.000e+00,6.337e-02,2.774e-02
1.250e+00,5.667e-02,2.650e-02
1.500e+00,5.160e-02,2.533e-02
2.000e+00,4.447e-02,2.337e-02
3.000e+00,3.611e-02,2.069e-02
4.000e+00,3.140e-02,1.904e-02
5.000e+00,2.838e-02,1.795e-02
6.000e+00,2.632e-02,1.721e-02
8.000e+00,2.373e-02,1.629e-02
1.000e+01,2.223e-02,1.579e-02
1.500e+01,2.045e-02,1.522e-02
2.000e+01,1.982e-02,1.503e-02
# end of file
