Nuclide ; Ra-223 
Element ; Radium
Z ; 88
Daughter(s) ; (alpha) ; Rn-219 ; 100
Qalpha ; 5978.99
Possible parent(s) ; (B-) ; Fr-223 ; 99.98 ; (alpha) ; Th-227 ; 100
Half-life (d) ; 11.43 ; 0.03
Half-life (s) ; 987.6E3 ; 2.6E3
Decay constant (1/s) ; 701.9E-9 ; 1.8E-9
Specific activity (Bq/g) ; 1.8954E15 ; 0.0050E15
Reference ; KRI - 2010
Emissions (113 lines) sorted by increasing energy
----------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
4.47 ; 0.01 ; 0.0000064 ;  ; g ; Rn-219 ; 1 ; 0
9.90 ; 0.02 ; 0.0158 ; 0.0020 ; g ; Rn-219 ; 2 ; 1
13.6975 ;  ; 22.1 ; 0.4 ; XL ; Rn-219 ;  ; 
14.37 ; 0.01 ; 0.0185 ; 0.0013 ; g ; Rn-219 ; 2 ; 0
31.87 ; 0.02 ; 0.000105 ; 0.000021 ; g ; Rn-219 ; 4 ; 3
69.5 ; 0.1 ; 0.007 ; 0.003 ; g ; Rn-219 ; 12 ; 9
70.9 ; 0.2 ; 0.0036 ; 0.0011 ; g ; Rn-219 ; 15 ; 12
81.07 ;  ; 14.86 ; 0.23 ; XKa2 ; Rn-219 ;  ; 
83.78 ;  ; 24.5 ; 0.4 ; XKa1 ; Rn-219 ;  ; 
94.8547 ;  ; 8.50 ; 0.18 ; XK'b1 ; Rn-219 ;  ; 
97.8967 ;  ; 2.72 ; 0.07 ; XK'b2 ; Rn-219 ;  ; 
102.2 ; 0.2 ; 0.0008 ; 0.0004 ; g ; Rn-219 ; 11 ; 7
103.2 ; 0.2 ; 0.006 ; 0.003 ; g ; Rn-219 ; 17 ; 13
104.04 ; 0.04 ; 0.0194 ; 0.0021 ; g ; Rn-219 ; 12 ; 7
106.78 ; 0.03 ; 0.0233 ; 0.0014 ; g ; Rn-219 ; 11 ; 6
108.5 ; 0.2 ; 0.006 ; 0.003 ; g ; Rn-219 ; 12 ; 6
110.856 ; 0.010 ; 0.058 ; 0.004 ; g ; Rn-219 ; 5 ; 4
114.7 ; 0.2 ; 0.010 ; 0.004 ; g ; Rn-219 ; 13 ; 8
122.319 ; 0.010 ; 1.238 ; 0.019 ; g ; Rn-219 ; 3 ; 1
131.6 ; 0.2 ; 0.006 ; 0.003 ; g ; Rn-219 ; 20 ; 14
138.3 ; 0.3 ; 0.0017 ; 0.0007 ; g ; Rn-219 ; 14 ; 8
144.27 ; 0.02 ; 3.36 ; 0.08 ; g ; Rn-219 ; 4 ; 2
147.2 ; 0.3 ; 0.006 ; 0.003 ; g ; Rn-219 ; 17 ; 12
154.208 ; 0.010 ; 5.84 ; 0.13 ; g ; Rn-219 ; 4 ; 1
158.635 ; 0.010 ; 0.713 ; 0.016 ; g ; Rn-219 ; 4 ; 0
165.8 ; 0.2 ; 0.0054 ; 0.0028 ; g ; Rn-219 ; 16 ; 8
