Nuclide ; Br-76 
Element ; Bromine
Z ; 35
Daughter(s) ; (B+, EC) ; Se-76 ; 100
Q+ ; 4963
Half-life (h) ; 16.1 ; 0.2
Half-life (s) ; 58.0E3 ; 0.7E3
Decay constant (1/s) ; 11.96E-6 ; 0.15E-6
Specific activity (Bq/g) ; 94.8E15 ; 1.2E15
Reference ; Surrey Univ. & Manipal Univ. - 2016
Emissions (171 lines) sorted by increasing energy
----------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
1.426 ;  ; 0.968 ; 0.020 ; XL ; Se-76 ;  ; 
11.1815 ;  ; 7.20 ; 0.13 ; XKa2 ; Se-76 ;  ; 
11.2225 ;  ; 13.96 ; 0.25 ; XKa1 ; Se-76 ;  ; 
12.5272 ;  ; 3.26 ; 0.07 ; XK'b1 ; Se-76 ;  ; 
12.6523 ;  ; 0.183 ; 0.007 ; XK'b2 ; Se-76 ;  ; 
114.7 ; 0.1 ; 0.33 ; 0.11 ; g ; Se-76 ; 4 ; 3
210.1 ; 1.0 ; 0.044 ; 0.015 ; g ; Se-76 ; 26 ; 22
281 ; 1 ; 0.118 ; 0.023 ; g ; Se-76 ; 36 ; 28
281.4 ; 0.2 ; 0.044 ; 0.023 ; g ; Se-76 ; 21 ; 18
309.4 ; 0.4 ; 0.14 ; 0.05 ; g ; Se-76 ; 38 ; 31
318 ; 1 ; 0.13 ; 0.05 ; g ; Se-76 ; 26 ; 20
358.101 ; 0.011 ; 0.37 ; 0.15 ; g ; Se-76 ; 5 ; 4
399.87 ; 0.06 ; 0.052 ; 0.015 ; g ; Se-76 ; 17 ; 14
401.01 ; 0.09 ; 0.30 ; 0.04 ; g ; Se-76 ; 20 ; 16
438.252 ; 0.011 ; 0.27 ; 0.03 ; g ; Se-76 ; 7 ; 5
456.787 ; 0.011 ; 0.067 ; 0.015 ; g ; Se-76 ; 6 ; 4
472.813 ; 0.010 ; 1.92 ; 0.08 ; g ; Se-76 ; 5 ; 3
490.19 ; 0.07 ; 0.333 ; 0.023 ; g ; Se-76 ; 18 ; 14
499.33 ; 0.04 ; 0.16 ; 0.07 ; g ; Se-76 ; 14 ; 8
504.75 ; 0.07 ; 0.229 ; 0.015 ; g ; Se-76 ; 18 ; 13
511 ;  ; 108 ; 4 ; g511 ; Se-76 ; -1 ; -1
546.5 ; 0.5 ; 0.163 ; 0.023 ; g ; Se-76 ; -1 ; 1
559.100 ; 0.005 ; 74.0 ; 0.7 ; g ; Se-76 ; 1 ; 0
563.179 ; 0.009 ; 3.5 ; 0.6 ; g ; Se-76 ; 2 ; 1
571.499 ; 0.011 ; 0.44 ; 0.23 ; g ; Se-76 ; 6 ; 3
599.8 ; 1.0 ; 0.42 ; 0.17 ; g ; Se-76 ; 26 ; 17
605 ; 4 ; 0.22 ; 0.08 ; g ; Se-76 ; 32 ; 22
635.2 ; 0.8 ; 0.074 ; 0.023 ; g ; Se-76 ; 43 ; 29
641.444 ; 0.014 ; 0.14 ; 0.04 ; g ; Se-76 ; 10 ; 6
657.042 ; 0.009 ; 16.0 ; 0.4 ; g ; Se-76 ; 3 ; 1
665.362 ; 0.011 ; 0.71 ; 0.08 ; g ; Se-76 ; 6 ; 2
681.66 ; 0.08 ; 0.429 ; 0.023 ; g ; Se-76 ; 20 ; 14
696.22 ; 0.08 ; 0.496 ; 0.023 ; g ; Se-76 ; 20 ; 13
727.011 ; 0.015 ; 0.67 ; 0.23 ; g ; Se-76 ; 11 ; 6
730.98 ; 0.06 ; 0.58 ; 0.08 ; g ; Se-76 ; 18 ; 10
740.129 ; 0.013 ; 0.13 ; 0.04 ; g ; Se-76 ; 10 ; 5
771.754 ; 0.010 ; 0.414 ; 0.023 ; g ; Se-76 ; 4 ; 1
789.52 ; 0.09 ; 0.46 ; 0.03 ; g ; Se-76 ; 22 ; 14
796.351 ; 0.011 ; 0.074 ; 0.023 ; g ; Se-76 ; 7 ; 4
804.08 ; 0.09 ; 0.53 ; 0.04 ; g ; Se-76 ; 22 ; 13
812.1 ; 0.8 ; 0.14 ; 0.05 ; g ; Se-76 ; 39 ; 24
836.88 ; 0.07 ; 0.45 ; 0.04 ; g ; Se-76 ; 20 ; 11
838.3 ; 1.0 ; 0.318 ; 0.023 ; g ; Se-76 ; 30 ; 18
867.66 ; 0.04 ; 0.318 ; 0.023 ; g ; Se-76 ; 13 ; 6
882.22 ; 0.04 ; 0.40 ; 0.02 ; g ; Se-76 ; 14 ; 6
886.57 ; 0.09 ; 0.340 ; 0.023 ; g ; Se-76 ; 23 ; 14
899.19 ; 0.04 ; 0.170 ; 0.023 ; g ; Se-76 ; 17 ; 8
901.13 ; 0.09 ; 0.17 ; 0.05 ; g ; Se-76 ; 23 ; 13
911.062 ; 0.011 ; 0.05 ; 0.03 ; g ; Se-76 ; 7 ; 3
922.44 ; 0.07 ; 0.192 ; 0.015 ; g ; Se-76 ; 20 ; 10
934.19 ; 0.09 ; 0.052 ; 0.015 ; g ; Se-76 ; 24 ; 14
936 ; 3 ; 0.044 ; 0.015 ; g ; Se-76 ; 42 ; 23
941.8 ; 0.5 ; 0.111 ; 0.023 ; g ; Se-76 ; 12 ; 5
942.53 ; 0.04 ; 0.074 ; 0.015 ; g ; Se-76 ; 17 ; 7
980.91 ; 0.04 ; 0.355 ; 0.023 ; g ; Se-76 ; 14 ; 5
1030.30 ; 0.08 ; 0.56 ; 0.06 ; g ; Se-76 ; 22 ; 10
1032.85 ; 0.06 ; 0.58 ; 0.05 ; g ; Se-76 ; 18 ; 7
1039.5 ; 0.4 ; 0.044 ; 0.015 ; g ; Se-76 ; 35 ; 18
1060 ; 1 ; 0.044 ; 0.023 ; g ; Se-76 ; 38 ; 19
1129.851 ; 0.009 ; 4.59 ; 0.23 ; g ; Se-76 ; 5 ; 1
1146.4 ; 0.7 ; 0.059 ; 0.015 ; g ; Se-76 ; 43 ; 22
1158.1 ; 0.5 ; 0.133 ; 0.008 ; g ; Se-76 ; 9 ; 3
1162.87 ; 0.05 ; 0.163 ; 0.015 ; g ; Se-76 ; 16 ; 6
1180.98 ; 0.07 ; 0.111 ; 0.015 ; g ; Se-76 ; 20 ; 8
1193.1 ; 2.0 ; 0.10 ; 0.05 ; g ; Se-76 ; 25 ; 10
1212.938 ; 0.013 ; 1.7 ; 0.6 ; g ; Se-76 ; 10 ; 3
1216.137 ; 0.007 ; 8.73 ; 0.22 ; g ; Se-76 ; 3 ; 0
1224.32 ; 0.07 ; 0.29 ; 0.11 ; g ; Se-76 ; 20 ; 7
1228.535 ; 0.010 ; 2.13 ; 0.10 ; g ; Se-76 ; 6 ; 1
1254.3 ; 0.7 ; 0.08 ; 0.03 ; g ; Se-76 ; 43 ; 20
1270.9 ; 2.0 ; 0.059 ; 0.023 ; g ; Se-76 ; 21 ; 8
1282.09 ; 0.04 ; 0.07 ; 0.03 ; g ; Se-76 ; 17 ; 6
1288.84 ; 0.08 ; 0.052 ; 0.023 ; g ; Se-76 ; 22 ; 8
1298.504 ; 0.015 ; 0.089 ; 0.008 ; g ; Se-76 ; 11 ; 3
